iter	Passed	Remaining
492	4340	4463
493	4348	4453
494	4355	4443
495	4364	4434
496	4372	4425
497	4379	4415
498	4388	4406
499	4397	4397
500	4406	4388
501	4417	4382
502	4425	4372
503	4437	4366
504	4447	4359
505	4456	4350
506	4465	4342
507	4473	4332
508	4480	4322
509	4489	4313
510	4499	4305
511	4507	4296
512	4517	4288
513	4526	4280
514	4535	4271
515	4544	4263
516	4555	4256
517	4569	4251
518	4579	4243
519	4589	4236
520	4600	4229
521	4611	4222
522	4621	4215
523	4632	4208
524	4641	4199
525	4650	4190
526	4658	4181
527	4667	4172
528	4675	4162
529	4682	4152
530	4690	4142
531	4699	4133
532	4707	4124
533	4716	4115
534	4723	4105
535	4731	4095
536	4742	4088
537	4752	4081
538	4760	4071
539	4768	4062
540	4777	4053
541	4786	4044
542	4793	4034
543	4802	4025
544	4810	4016
545	4818	4006
546	4826	3997
547	4834	3987
548	4842	3978
549	4850	3968
550	4858	3959
551	4866	3949
552	4875	3941
553	4884	3932
554	4893	3923
555	4901	3913
556	4912	3907
557	4921	3898
558	4934	3892
559	4941	3882
560	4949	3873
561	4957	3863
562	4965	3854
563	4973	3844
564	4982	3835
565	4990	3826
566	4999	3817
567	5009	3810
568	5019	3802
569	5035	3798
570	5044	3789
571	5054	3782
572	5063	3773
573	5071	3764
574	5087	3760
575	5098	3753
576	5107	3744
577	5119	3737
578	5129	3729
579	5139	3721
580	5147	3711
581	5155	3702
582	5163	3693
583	5171	3683
584	5178	3673
585	5186	3664
586	5195	3655
587	5202	3645
588	5210	3635
589	5221	3628
590	5232	3621
591	5240	3611
592	5248	3602
593	5256	3592
594	5264	3583
595	5273	3574
596	5282	3565
597	5289	3555
598	5298	3546
599	5306	3537
600	5318	3531
601	5331	3525
602	5339	3515
603	5347	3505
604	5356	3497
605	5364	3488
606	5373	3479
607	5381	3469
608	5390	3460
609	5398	3451
610	5405	3441
611	5413	3432
612	5421	3422
613	5428	3412
614	5435	3402
615	5443	3393
616	5451	3383
617	5460	3375
618	5470	3367
619	5479	3358
620	5487	3349
621	5496	3340
622	5504	3330
623	5513	3322
624	5523	3313
625	5531	3304
626	5539	3295
627	5548	3286
628	5556	3277
629	5564	3267
630	5572	3258
631	5580	3249
632	5588	3239
633	5597	3231
634	5605	3221
635	5615	3213
636	5622	3204
637	5632	3196
638	5643	3188
639	5651	3179
640	5659	3169
641	5667	3160
642	5675	3151
643	5683	3141
644	5693	3133
645	5701	3124
646	5709	3115
647	5722	3108
648	5730	3099
649	5740	3091
650	5748	3081
651	5756	3072
652	5764	3063
653	5774	3054
654	5782	3045
655	5790	3036
656	5798	3027
657	5806	3018
658	5815	3008
659	5822	2999
660	5831	2990
661	5839	2981
662	5847	2972
663	5854	2962
664	5863	2953
665	5871	2944
666	5882	2936
667	5892	2928
668	5903	2920
669	5915	2913
670	5924	2904
671	5932	2895
672	5941	2886
673	5950	2878
674	5960	2869
675	5968	2860
676	5977	2851
677	5985	2842
678	5994	2833
679	6002	2824
680	6010	2815
681	6019	2806
682	6028	2797
683	6036	2788
684	6046	2780
685	6055	2771
686	6064	2762
687	6073	2754
688	6081	2745
689	6089	2735
690	6097	2726
691	6105	2717
692	6114	2708
693	6127	2701
694	6136	2692
695	6144	2683
696	6154	2675
697	6164	2666
698	6172	2658
699	6180	2648
700	6188	2639
701	6198	2631
702	6205	2621
703	6213	2612
704	6221	2603
705	6229	2594
706	6238	2585
707	6246	2576
708	6255	2567
709	6263	2558
710	6270	2548
711	6282	2541
712	6290	2532
713	6300	2523
714	6308	2514
715	6317	2505
716	6326	2497
717	6335	2488
718	6344	2479
719	6353	2470
720	6363	2462
721	6372	2453
722	6380	2444
723	6388	2435
724	6396	2426
725	6404	2416
726	6412	2407
727	6420	2398
728	6427	2389
729	6435	2380
730	6443	2370
731	6451	2362
732	6459	2353
733	6468	2344
734	6476	2335
735	6485	2326
736	6493	2317
737	6501	2308
738	6509	2299
739	6518	2290
740	6526	2281
741	6535	2272
742	6543	2263
743	6551	2254
744	6559	2245
745	6567	2236
746	6579	2228
747	6587	2219
748	6596	2210
749	6603	2201
750	6610	2191
751	6618	2182
752	6625	2173
753	6632	2164
754	6641	2155
755	6652	2147
756	6660	2138
757	6669	2129
758	6677	2120
759	6684	2111
760	6692	2101
761	6699	2092
762	6707	2083
763	6715	2074
764	6722	2065
765	6730	2056
766	6738	2047
767	6747	2038
768	6756	2029
769	6765	2020
770	6773	2011
771	6780	2002
772	6793	1994
773	6803	1986
774	6811	1977
775	6819	1968
776	6829	1960
777	6838	1951
778	6847	1942
779	6856	1933
780	6864	1924
781	6875	1916
782	6883	1907
783	6891	1898
784	6898	1889
785	6907	1880
786	6916	1871
787	6925	1863
788	6933	1854
789	6941	1845
790	6949	1836
791	6958	1827
792	6967	1818
793	6978	1810
794	6989	1802
795	6998	1793
796	7006	1784
797	7013	1775
798	7020	1766
799	7032	1758
800	7040	1749
801	7047	1740
802	7055	1730
803	7063	1721
804	7073	1713
805	7080	1704
806	7087	1695
807	7096	1686
808	7108	1678
809	7117	1669
810	7126	1660
811	7135	1651
812	7144	1643
813	7151	1634
814	7160	1625
815	7170	1616
816	7178	1607
817	7186	1598
818	7193	1589
819	7200	1580
820	7208	1571
821	7216	1562
822	7224	1553
823	7234	1545
824	7243	1536
825	7251	1527
826	7260	1518
827	7267	1509
828	7275	1500
829	7283	1491
830	7294	1483
831	7302	1474
832	7310	1465
833	7318	1456
834	7326	1447
835	7335	1438
836	7343	1430
837	7353	1421
838	7361	1412
839	7376	1405
840	7386	1396
841	7398	1388
842	7406	1379
843	7414	1370
844	7423	1361
845	7432	1352
846	7440	1344
847	7448	1335
848	7456	1326
849	7464	1317
850	7472	1308
851	7480	1299
852	7490	1290
853	7498	1281
854	7507	1273
855	7515	1264
856	7523	1255
857	7531	1246
858	7539	1237
859	7547	1228
860	7555	1219
861	7564	1211
862	7572	1202
863	7580	1193
864	7588	1184
865	7596	1175
866	7604	1166
867	7612	1157
868	7620	1148
869	7629	1140
870	7636	1131
871	7645	1122
872	7654	1113
873	7664	1104
874	7672	1096
875	7681	1087
876	7693	1078
877	7701	1070
878	7708	1061
879	7716	1052
880	7724	1043
881	7732	1034
882	7740	1025
883	7748	1016
884	7757	1008
885	7764	999
886	7772	990
887	7779	981
888	7788	972
889	7796	963
890	7805	954
891	7813	946
892	7828	938
893	7837	929
894	7845	920
895	7854	911
896	7864	903
897	7879	895
898	7890	886
899	7900	877
900	7910	869
901	7920	860
902	7929	851
903	7937	842
904	7945	834
905	7953	825
906	7963	816
907	7971	807
908	7979	798
909	7992	790
910	8000	781
911	8008	772
912	8016	763
913	8024	755
914	8033	746
915	8041	737
916	8049	728
917	8057	719
918	8066	710
919	8077	702
920	8087	693
921	8099	685
922	8108	676
923	8117	667
924	8125	658
925	8134	650
926	8144	641
927	8152	632
928	8160	623
929	8169	614
930	8179	606
931	8189	597
932	8200	588
933	8212	580
934	8223	571
935	8232	562
936	8242	554
937	8252	545
938	8261	536
939	8270	527
940	8279	519
941	8288	510
942	8296	501
943	8304	492
944	8311	483
945	8319	474
946	8329	466
947	8337	457
948	8346	448
949	8355	439
950	8364	430
951	8374	422
952	8382	413
953	8391	404
954	8400	395
955	8408	387
956	8418	378
957	8426	369
958	8435	360
959	8444	351
960	8453	343
961	8461	334
962	8471	325
963	8480	316
964	8488	307
965	8496	299
966	8505	290
967	8513	281
968	8526	272
969	8540	264
970	8551	255
971	8561	246
972	8571	237
973	8579	229
974	8587	220
975	8596	211
976	8605	202
977	8615	193
978	8623	184
979	8632	176
980	8642	167
981	8652	158
982	8662	149
983	8670	140
984	8678	132
985	8686	123
986	8694	114
987	8703	105
988	8713	96
989	8722	88
990	8737	79
991	8751	70
992	8758	61
993	8767	52
994	8777	44
995	8785	35
996	8793	26
997	8802	17
998	8810	8
999	8818	0
