iter	Logloss
120	0.3294756854
121	0.3288740464
122	0.3280120897
123	0.3268726019
124	0.3261640808
125	0.3251231394
126	0.3242582627
127	0.3233064251
128	0.3226671808
129	0.3218162442
130	0.3209539578
131	0.319999271
132	0.3191001798
133	0.3183710546
134	0.3175712868
135	0.3166377221
136	0.3159381725
137	0.3149489885
138	0.3140932248
139	0.3131415756
140	0.3124829987
141	0.3115532016
142	0.3108812732
143	0.3101221249
144	0.3095410194
145	0.3086338985
146	0.3079963731
147	0.3071509232
148	0.3064905567
149	0.305658835
150	0.3049572603
151	0.3043055358
152	0.3035245118
153	0.3031279481
154	0.3025896049
155	0.3021965733
156	0.3016040472
157	0.3010547779
158	0.3003129841
159	0.2995885213
160	0.2989147328
161	0.2983419159
162	0.2977105364
163	0.297113866
164	0.2965871316
165	0.2961899086
166	0.2957082207
167	0.2951964626
168	0.2946420834
169	0.2941722399
170	0.2936279862
171	0.2930183882
172	0.2926086614
173	0.2921618709
174	0.2916498773
175	0.2913475037
176	0.2908677231
177	0.2902344127
178	0.2897260218
179	0.2890923818
180	0.2886165807
181	0.2881829768
182	0.2876937537
183	0.2872517433
184	0.2868370245
185	0.2863718904
186	0.2860112131
187	0.2855109227
188	0.2851899229
189	0.2846944833
190	0.2842574885
191	0.2839658054
192	0.2832291921
193	0.2826597426
194	0.2822907059
195	0.2817343488
196	0.2814151387
197	0.2810003022
198	0.2805986758
199	0.2802111308
200	0.2797788926
201	0.279283241
202	0.2788778705
203	0.2785136376
204	0.2781112106
205	0.2777646147
206	0.2774524453
207	0.2770117536
208	0.2765940678
209	0.2762898575
210	0.2759866832
211	0.2756136671
212	0.2753564811
213	0.2750542252
214	0.2747185083
215	0.2741890896
216	0.2738809703
217	0.2736335095
218	0.2733023844
219	0.272974132
220	0.2727170167
221	0.2724025161
222	0.2720041157
223	0.2716678572
224	0.27132472292225	0.27109381592226	0.27083013092227	0.27050357392228	0.27028686622229	0.26991740572230	0.26962181372231	0.26936090732232	0.26894840192233	0.26858974972234	0.26820627852235	0.26786333252236	0.26763986662237	0.26745612532238	0.26701081832239	0.26680056252240	0.26639775882241	0.26608945122242	0.265777164
243	0.2654985734
244	0.2652772503
245	0.2648636618
246	0.2645942547
247	0.2642027773
248	0.2637238444
249	0.2633336385
250	0.2631131867
251	0.2628143923
252	0.2623711574
253	0.2621495518
254	0.2619039747
255	0.2615352678
256	0.26120696825257	0.26097801525258	0.26067691325259	0.26045973526260	0.26015745526261	0.25997915326262	0.2594813832263	0.25936819012264	0.25917917422265	0.25895401282266	0.25870353792267	0.25844432692268	0.25813098012269	0.25803954512270	0.25784848062271	0.25734324512272	0.25699285812273	0.25673868632274	0.25649920812275	0.25621546052276	0.25603739422277	0.25573257127278	0.25545150827279	0.25513660728280	0.25494756828281	0.25485533228282	0.25463236128283	0.25432306428284	0.25415467285285	0.25379388286286	0.2535637287287	0.25330997288288	0.25300941289289	0.25264245290290	0.25244329291291	0.25216185292292	0.2517122829293	0.25136443729294	0.25113035129295	0.25076091429296	0.25037315729297	0.25002100429298	0.24976188729299	0.24958594300300	0.24939351301301	0.24915982302302	0.2489980303	303	0.2488129304	304	0.2485444305305	0.24826713306306	0.24801878307307	0.2477949308	308	0.2477531309	309	0.247533310	0310	0.247307311	0311	0.247257312	0312	0.247021313	0313	0.246903314	0314	0.246687315	0315	0.246570316	0316	0.246371317	0317	0.246173318	0318	0.245863319	0319	0.245731320	0320	0.245563321	0321	0.245384322	0322	0.245243323	0323	0.245061324	0324	0.244757325	0325	0.244538326	0326	0.244237327	0327	0.244079328	0328	0.243848329	0329	0.243756330	0330	0.243603331	0331	0.24344332	0.332	0.24327333	0.333	0.24303334	0334	0.242832335	0335	0.242614336	0336	0.242410337	337	0.2423364338	338	0.2421083339	339	0.2418790340340	0.24165487341341	0.2415625434342	0.24119647934343	0.2410550533344	0.24093340653345	0.240771117
346	0.2406256405
347	0.2403967587
348	0.240136229
349	0.2400736632
350	0.2400345272
351	0.2398061399
352	0.2397578911
353	0.2396643839
354	0.2394555645
355	0.2393560292
356	0.2390197471
357	0.2387822234
358	0.2385166309
359	0.2383050565
360	0.238086983
361	0.2378655893
362	0.2377441783
363	0.237625075
364	0.2373792154
365	0.2371615657
366	0.2369202508
367	0.2366869891
368	0.2362989025
369	0.2360958523
370	0.236025822
371	0.2359079432
372	0.235794397
373	0.2356454826
374	0.2354550067
375	0.2353429912
376	0.2352015177
377	0.2350047312
378	0.2348562641
379	0.2346698855
380	0.2344376364
381	0.2342603236
382	0.2341284104
383	0.2339412077
384	0.2337269253
385	0.2334635699
386	0.2332534555
387	0.2331282062
388	0.2328660282
389	0.2327595699
390	0.2325371636
391	0.2324245123
392	0.2322064152
393	0.23209998053394	0.23190460683395	0.23170763183396	0.23144418223397	0.23107825393398	0.23083496093399	0.23058655824400	0.230381271
401	0.230226399
402	0.230124815
403	0.2299815519
404	0.229932526
405	0.2298628725
406	0.2296329074
407	0.2293880839
408	0.2291719413
409	0.2289738125
410	0.2286568159
411	0.228499283
412	0.2283499447
413	0.2282379998
414	0.2281593982
415	0.2279673447
416	0.2278328413
417	0.2275703807
418	0.227463993
419	0.2271432523
420	0.2269386715
421	0.2268697009
422	0.2266845468
423	0.2264953896
424	0.2264671797
425	0.2261966187
426	0.225900862
427	0.2256821291
428	0.2254464891
429	0.2252189259
430	0.2250743442
431	0.224931034
432	0.2247302444
433	0.2246026169
434	0.2245313385
435	0.224266429
436	0.2242071835
437	0.2240580335
438	0.223848649
439	0.2236635656
440	0.2234646362
441	0.2234022117
442	0.2232701808
443	0.2229547383
444	0.2227980296
445	0.2226763596
446	0.2225218172
447	0.2222712952
448	0.2220855525
449	0.2218951237
450	0.22177854
451	0.2216332518
452	0.2215174922
453	0.2213388843
454	0.2212804159
455	0.2211661633
456	0.2209933717
457	0.2209113792
458	0.2208380052
459	0.2205993747
460	0.2203395043
461	0.2201271999
462	0.2197992772
463	0.2196680469
464	0.2195804737
465	0.2193346377
466	0.2191064623
467	0.2189522261
468	0.2186859508
469	0.2185068248
470	0.2183666465
471	0.2182187681
472	0.2181683058
473	0.2180358274
474	0.2178132799
475	0.2175489826
476	0.2174295967
477	0.2171483923
478	0.2170431114
479	0.2168392605
480	0.2167121275
481	0.2166026551
482	0.2165333312
483	0.2162139563
484	0.2160660779
485	0.2159270769
486	0.2156727873
487	0.215497947
488	0.2153532947
489	0.2153129578
490	0.2149098479
491	0.2148236404
492	0.2147651249
493	0.21466234
494	0.2145911323
495	0.2144616209
496	0.2142033518
497	0.2140454422
498	0.2139649332
499	0.2137875027
500	0.2136301582
501	0.213517036
502	0.2133804604
503	0.2132073626
504	0.2129357656
505	0.2128420936
506	0.2127259337
507	0.2126013202
508	0.2124721857
509	0.2123532472
510	0.2122673223
511	0.2121056215
512	0.2119746973
513	0.2117943469
514	0.2115888242
515	0.2114558043
516	0.2112949042
517	0.2110985885
518	0.2109138112
519	0.2107908696
520	0.2107144579
521	0.2104543521
522	0.2101895839
523	0.2100204421
524	0.209882124
525	0.2097271578
526	0.2096296711
527	0.20938108
528	0.2091919463
529	0.2091131328
530	0.2089435907
531	0.208791097
532	0.2086333287
533	0.2085371135
534	0.2084323742
535	0.2083478621
536	0.2080796795
537	0.2079914234
538	0.2078102724
539	0.2076064687
540	0.2075249236
541	0.2074003102
542	0.2072756496
543	0.2071539325
544	0.2068674064
545	0.2067502575
546	0.2066348982
547	0.2064599873
548	0.2062278324
549	0.2061642541
550	0.2060747029
551	0.2058187885
552	0.2055833605
553	0.2055527487
554	0.2054142422
555	0.2052497864
556	0.2051603294
557	0.2050267443
558	0.2049472479
559	0.2046417896
560	0.20448315
561	0.2043586543
562	0.2042740245
563	0.2040928735
564	0.2039027037
565	0.2038441646
566	0.2036380532
567	0.2034801201
568	0.2032810258
569	0.203239959
570	0.2031072923
571	0.2029499007
572	0.2027201947
573	0.2025988073
574	0.2024069421
575	0.2023333561
576	0.2022341034
577	0.2020489963
578	0.2020172308
579	0.2018192903
580	0.2016763569
581	0.2015305743
582	0.2014809832
583	0.2013117001
584	0.2011471737
585	0.2011136185
586	0.2008475315
587	0.2006810035
588	0.2005724024
589	0.2004000346
590	0.2002541342
591	0.2001913565
592	0.2000615626
593	0.1999415174
594	0.1998984019
595	0.1998670131
596	0.1996558154
597	0.1995588703
598	0.1994457245
599	0.1993839358
600	0.1992635845
601	0.1992009245
602	0.1990462409
603	0.1989245474
604	0.1988089762
605	0.1987896201
606	0.1985712169
607	0.1983172099
608	0.1982892825
609	0.1979509048
610	0.1978764004
611	0.1978317072
612	0.1976460586
613	0.1974297394
614	0.1972961897
615	0.1971467218
616	0.196961344
617	0.1968208125
618	0.1966741585
619	0.1964385539
620	0.1963563142
621	0.1962861544
622	0.1961180958
623	0.1959646249
624	0.1958484414
625	0.195698067
626	0.1956014751
627	0.1952272462
628	0.1950597057
629	0.1950136585
630	0.1948165658
631	0.1946185312
632	0.1944175885
633	0.1943371266
634	0.1941817131
635	0.1940678491
636	0.1937962638
637	0.1937349932
638	0.1936191747
639	0.1935634849
640	0.1933556309
641	0.1932289218
642	0.1931400064
643	0.1930311698
644	0.1929094527
645	0.1927865582
646	0.1927573239
647	0.1926409168
648	0.192585533
649	0.1925471624
650	0.1924165325
651	0.1923335511
652	0.1922280936
653	0.1920910353
654	0.1919053042
655	0.1917742035
656	0.1916475649
657	0.1915914041
658	0.191428055
659	0.1912594077
660	0.1910598543
661	0.1908777614
662	0.190487426
663	0.1903397713
664	0.1901977327
665	0.1901627293
666	0.1900185597
667	0.1897867697
668	0.1895541674
669	0.1893934321
670	0.1893242612
671	0.1892273043
672	0.1890604702
673	0.1890496266
674	0.1889125447
675	0.1888925176
676	0.1886398881
677	0.188590556
678	0.1883392334
679	0.1881824305
680	0.188074889
681	0.188010357
682	0.1878550612
683	0.1877204754
684	0.1875398895
685	0.1874136984
686	0.1872414718
687	0.1870890017
688688	0.18370779689689	0.18346180690690	0.18327317691691	0.18311863692692	0.1830417693693	0.18279424694694	0.1826648869695	0.18255307696696	0.18241545697697	0.18236146698698	0.18232891699699	0.18207969700700	0.1819358570701	0.18183323170702	0.18158839670703	0.18146585570704	0.18129012070705	0.18119249270706	0.18103004970707	0.18090379970708	0.18067387
709	0.1806338981
710	0.1805712617
711	0.18038697897712	0.180281074
713	0.1802335668
714	0.1836477915
715	0.1836240086
716	0.1834808397
717	0.183403439
718	0.1832656978
719	0.1830929179
720	0.1830424321
721	0.1828492247
722	0.1826146561
723	0.1825786638
724	0.1824168099
725	0.1823499114
726	0.1822224017
727	0.1821158492
728	0.18198768
729	0.181889275
730	0.1818232831
731	0.1817007418
732	0.1814648664
733	0.181267809
734	0.181180589
735	0.1811249698
736	0.1810415291
737	0.1809033759
738	0.1808332632
739	0.1806411272
740	0.1804444231
741	0.1802979458
742	0.1800908925
743	0.1799666558
744	0.1798689571
745	0.1796964952
746	0.179524198
747	0.1793721046
748	0.1791401616
749	0.1790642091
750	0.1789130811
751	0.1788352213
752	0.1786550122
753	0.1786420728
754	0.1785181776
755	0.178302553
756	0.1780905547
757	0.1779146194
758	0.1778445067
759	0.1777879456
760	0.1777322322
761	0.1776846662
762	0.1776648627
763	0.1776253147
764	0.1774945907
765	0.1774045567
766	0.1772776474
767	0.1771772173
768	0.1770755273
769	0.1769850107
770	0.1768159513
771	0.1767115181
772	0.1766077677
773	0.1764281591
774	0.1763749299
775	0.1762742643
776	0.1762228012
777	0.1760851307
778	0.176011215
779	0.1757864069
780	0.1755555706
781	0.1754580839
782	0.175420196
783	0.1752117063
784	0.1749850615
785	0.1748437293
786	0.1746735867
787	0.1745954914
788	0.174516878
789	0.1744649793
790	0.1742675687
791	0.1742226636
792	0.1740018115
793	0.1738847921
794	0.1738352952
795	0.1736565343
796	0.1735271054
797	0.173377508
798	0.1732722035
799	0.1730747929
800	0.1729061103
801	0.1728646431
802	0.1726596503
803	0.1724561056
804	0.1722026166
805	0.17219182
806	0.1721407219
807	0.1719454542
808	0.1719218007
809	0.171838313
810	0.1717307362
811	0.1715985286
812	0.1713586266
813	0.1712291035
814	0.1710026117
815	0.1707769912
816	0.1706150667
817	0.1705685368
818	0.1704111217
819	0.1702973166
820	0.1702748287
821	0.1701583509
822	0.1699895977
823	0.1698154873
824	0.1695999569
825	0.1694445669
826	0.1693416878
827	0.1693067315
828	0.1691509294
829	0.168913488
830	0.1688917184
831	0.1688437992
832	0.1687431689
833	0.1686730561
834	0.1686441045
835	0.1685505384
836	0.1684420079
837	0.1682325999
838	0.1680593373
839	0.1679687265
840	0.1678157618
841	0.1676782679
842	0.1674944324
843	0.1674390134
844	0.1674073184
845	0.1673407378
846	0.1673091606
847	0.16720194888848	0.167057626
849	0.1669408657
850	0.1667624815
851	0.1666451089
852	0.1665459268
853	0.16636268
854	0.1661908185
855	0.1660262449
856	0.1660145536
857	0.165875741
858	0.1656595513
859	0.1655680339
860	0.1654198493
861	0.1652984619
862	0.1651780635
863	0.1649129185
864	0.1648789394
865	0.1646384251
866	0.1645974642
867	0.1645214175
868	0.1644948206
869	0.1643235242
870	0.1641517686
871	0.163959044
872	0.1639396526
873	0.1637212965
874	0.1634977129
875	0.1633624206
876	0.163061507
877	0.1630300946
878	0.1629214581
879	0.1627775122
880	0.1626596333
881	0.162642632
882	0.1626007645
883	0.1624964137
884	0.1623568594
885	0.1622244517
886	0.1621817247
887	0.1619913784
888	0.1618869805
889	0.1617067832
890	0.1615185796
891	0.161372691
892	0.1613495438
893	0.1612303228
894	0.1609827913
895	0.1609481293
896	0.1607079212
897	0.160676391
898	0.1605813533
899	0.1604263518
900	0.1602996426
901	0.1601916655
902	0.1600100435
903	0.1598857126
904	0.1597526338
905	0.1596540993
906	0.1595010757
907	0.1594435609
908	0.159426124
909	0.1591887768
910	0.1591032758
911	0.1589807581
912	0.158806118
913	0.1586355986
914	0.1584596869
915	0.158272284
916	0.1582371983
917	0.1580822674
918	0.1580511258
919	0.157818029
920	0.1576883763
921	0.1575345404
922	0.157325674
923	0.1571595463
924	0.1570796849
925	0.1570006241
926	0.1568959554
927	0.1567006288
928	0.156445256
929	0.1563592605
930	0.156211853
931	0.1560153961
932	0.1558666229
933	0.1557253849
934	0.1556591222
935	0.1555675224
936	0.1553553828
937	0.1552005462
938	0.1551629408
939	0.1550198308
940	0.1549901138
941	0.1547816948
942	0.1545540609
943	0.1545001607
944	0.1544543608
945	0.1543381302
946	0.154272574
947	0.1540079706
948	0.1537738847
949	0.1535860462
950	0.1533813477
951	0.1533152145
952	0.1532278414
953	0.1530997665
954	0.1529590348
955	0.1528562734
956	0.1526828577
957	0.1525391708
958	0.1524874487
959	0.1523184011
960	0.1522370562
961	0.1521273483
962	0.1520488409
963	0.1518603784
964	0.1518242801
965	0.1516510763
966	0.1515345986
967	0.1513557787
968	0.1513046453
969	0.1510743977
970	0.1508798482
971	0.1508435968
972	0.1507424013
973	0.1504972128
974	0.1504125831
975	0.1503252806
976	0.1502911485
977	0.1500637855
978	0.149956091
979	0.149801631
980	0.1497640139
981	0.1496198913
982	0.1494813848
983	0.1493784587
984	0.1492904851
985	0.1492069268
986	0.1491480462
987	0.1490083624
988	0.1489045532
989	0.1488808055
990	0.1487047407
991	0.1485654101
992	0.1484127987
993	0.1482869843
994	0.1482624831
995	0.1479948421
996	0.1479072806
997	0.1478039306
998	0.1476880886
999	0.1475827959
